"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-2.937785714,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,0.471026779,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,12.133964192,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,4.330050305,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,3.861233437,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,3.177893481,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,4.719747391,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,3.818949563,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,2.074066049,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,2.211854773,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2015","2015",88.101636266,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015","2015",88.955259419,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015","2015",89.328742145,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015","2015",89.430234824,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015","2015",89.498774663,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015","2015",89.822466579,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015","2015",90.559050338,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015","2015",89.509001406,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015","2015",87.486378869,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015","2015",86.531676239,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015","2015",86.921015583,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015","2015",87.934651111,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015","2015",88.995443289,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015","2015",89.461121654,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015","2015",90.09512808,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015","2015",91.10194578,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015","2015",91.790081634,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015","2015",91.968894689,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015","2015",93.237733945,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015","2015",93.971993444,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015","2015",94.032217598,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015","2015",94.338916593,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015","2015",94.467422335,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015","2015",94.66276346,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015","2015",95.511893044,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015","2015",96.066203183,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015","2015",96.849117188,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015","2015",97.866574833,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015","2015",98.026535558,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015","2015",98.921840437,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015","2015",99.870551641,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015","2015",100.561631558,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015","2015",100.009025876,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015","2015",99.736829227,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015","2015",100.089600216,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015","2015",100.164544682,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015","2015",100.713948051,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015","2015",100.218725761,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015","2015",101.252194973,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015","2015",101.820708922,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015","2015",102.927418144,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015","2015",103.980411138,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015","2015",104.41907644,,
"CAN","Canada","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015","2015",104.959957523,,
